"species","mean_longitude","mean_latitude","distance_to_europe_center"
"Cenchrus longispinus",-91.5073020636793,39.0039922637277,7767.8249689362
"Cenchrus orientalis",55.4524540994004,28.6212775119553,4010.49670254433
"Cenchrus purpureus",16.6350335857452,3.50220111807217,6296.96310386371
"Cenchrus setaceus",31.9965180496511,19.6026938428125,4447.04551247183
"Cenchrus spinifex",-82.7353247824422,17.1200794953414,9504.98884037701
"Centaurea acaulis",6.09451924539928,31.2929846544315,3548.76710394475
"Centaurea aggregata",44.7435225004023,36.4875431725362,2828.13033997607
"Centaurea aucheri",44.7435225004023,36.4875431725362,2828.13033997607
"Centaurea behen",44.4884368320766,36.9764603248121,2769.36709177356
"Centaurea bruguieriana",55.9689955026452,34.8447859918804,3407.96059225028
"Centaurea carduiformis",43.400107990476,36.9535746572078,2739.87919777601
"Centaurea cariensis",31.113132309451,38.4183286646621,2360.14079851196
"Centaurea cariensis subsp. longipapposa",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea cassia",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea cheirolopha",36.9128105127592,37.0053081386959,2584.64488598099
"Centaurea consanguinea",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea cyanoides",35.9948202050246,33.7832627493594,2922.08247412102
"Centaurea ensiformis",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea eryngioides",36.5138234146289,29.3314707196114,3417.51329005759
"Centaurea fenzlii",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea fragilis",-1.82512598571423,30.1860978507836,3965.59993963816
"Centaurea gentilii",-10.9774231856714,30.1437931728328,4386.96900963768
"Centaurea glomerata",22.7102155416988,29.374004154633,3380.15058478836
"Centaurea imperialis",48.9882443690388,32.9392065713776,3332.86795682012
"Centaurea infestans",-1.82512598571423,30.1860978507836,3965.59993963816
"Centaurea kotschyi",45.0721531383705,37.6106933937788,2721.3225560306
"Centaurea kurdica",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea litardierei",-6.27937770867659,31.9475329847619,3989.98862149302
"Centaurea lycopifolia",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea macrocephala",45.0721531383705,37.6106933937788,2721.3225560306
"Centaurea nana",-1.82512598571423,30.1860978507836,3965.59993963816
"Centaurea nemecii",44.8302533151529,35.8943592319219,2892.77438609471
"Centaurea pallescens",38.3581496941711,27.0847659460814,3691.39212457919
"Centaurea pinetorum",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea polyclada",31.113132309451,38.4183286646621,2360.14079851196
"Centaurea polypodiifolia",44.7435225004023,36.4875431725362,2828.13033997607
"Centaurea procurrens",36.1773065503969,32.0070547952114,3119.36639138314
"Centaurea rhizantha",47.6640115839528,37.0253596281218,2867.28860535734
"Centaurea rigida",38.4910725883349,34.6131067582036,2873.39308568604
"Centaurea saligna",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea sivasica",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea stapfiana",35.441648478726,39.0283978298971,2339.90609916532
"Centaurea urvillei",40.0506883392449,35.6787676180198,2790.50242477372
"Centaurea virgata",58.2183159384411,39.3189332611283,3080.3927944771
"Centaurea virgata subsp. squarrosa",58.2183159384411,39.3189332611283,3080.3927944771
"Centella asiatica",55.9282966400705,3.42736984228906,6664.37147133417
"Cephalaria balkharica",44.1891891167694,42.7111547406361,2169.85350874056
"Cephalaria gigantea",41.2733422374216,41.4835691037231,2204.58125031968
"Cephalaria hirsuta",44.8302533151529,35.8943592319219,2892.77438609471
"Cephalaria microcephala",48.1910262837395,36.020859105779,2988.33746607795
"Cephalaria procera",45.0721531383705,37.6106933937788,2721.3225560306
"Cephalaria setosa",42.950527440899,34.9722573550368,2936.89077755816
"Cephalaria speciosa",35.441648478726,39.0283978298971,2339.90609916532
"Cephalotaxus fortunei",106.275970424233,28.9389990614711,6617.91707949942
"Cephalotaxus harringtonia",117.854105836103,30.5664619372097,7111.10326285341
"Cerastium purpurascens",44.5097212159612,39.302756986279,2528.47509012417
"Cerastium velutinum",-82.6580556419538,40.8289871226574,7216.1436277099
"Cercis canadensis",-86.8356531582849,36.3956980168186,7824.55477564984
"Cercis chinensis",113.780868351758,35.1372866895593,6477.15962619692
"Cercis griffithii",65.0939470588294,39.4500974679293,3408.73460066534
"Cercis occidentalis",-120.097445227627,40.6735468812484,8520.4333768583
"Ceropegia dichotoma",-15.6754686626662,28.3400533609037,4792.15433787276
"Cestrum aurantiacum",-89.2274969638092,15.3852550547765,9996.47495322775
"Cestrum fasciculatum",-99.7094424727266,20.8405319283133,9923.31630283694
"Cestrum nocturnum",-87.321745864492,14.8919412415079,9952.10310162175
"Cestrum sphaerocarpum",-71.5844116483278,18.9183623304615,8749.08684318675
"Chaenomeles japonica",132.838731139787,38.2590094247754,7170.49638595196
"Chaenomeles speciosa",100.404392571229,33.5290750960247,5876.92626106891
"Chaerophyllum crinitum",44.7435225004023,36.4875431725362,2828.13033997607
"Chaerophyllum macrospermum",46.5892799760117,37.398184815859,2792.48886705934
"Chamaecereus silvestrii",-66.407156904903,-29.3851317046782,13026.6020291625
"Chamaecyparis lawsoniana",-120.097445227627,40.6735468812484,8520.4333768583
"Chamaecyparis pisifera",138.214120033694,37.9061166876332,7454.27427897015
"Chamaecytisus proliferus",-15.6754686626662,28.3400533609037,4792.15433787276
"Chamaedorea costaricana",-86.5310951559284,13.4461985125478,10054.9896792642
"Chamaedorea elegans",-94.3798174099462,18.7057662727576,9907.16618746814
"Chardinia orientalis",55.694328642185,37.3177844528747,3155.21357561688
"Cheirolophus benoistii",-6.27937770867659,31.9475329847619,3989.98862149302
"Cheirolophus canariensis",-15.6754686626662,28.3400533609037,4792.15433787276
"Cheirolophus teydis",-15.6754686626662,28.3400533609037,4792.15433787276
"Chelone glabra",-79.697081102684,41.5112775660223,7019.64886911377
"Chenopodium giganteum",101.7517353021,35.7227495602325,5760.51923204786
"Chenopodium nutans",139.126878658307,-29.9100338976275,13989.1538775864
"Chenopodium quinoa",-70.6530552515308,-16.1682671964841,12040.5819879028
"Chiastophyllum oppositifolium",44.1891891167694,42.7111547406361,2169.85350874056
"Chiliadenus iphionoides",34.3198747855072,29.4147741459681,3381.64983788174
"Chionanthus virginicus",-83.464481791458,36.5824615685541,7656.42946703293
"Chlorophytum comosum",21.7918697428922,-5.61496932769172,7248.25530747357
"Choisya ternata",-99.7094424727266,20.8405319283133,9923.31630283694
"Chrozophora plicata",36.107563792258,10.3566732639263,5499.65561315012
"Chrysalidocarpus lutescens",46.6869424107267,-19.4688379104024,8919.07941331879
"Chrysanthemum indicum",111.881728215393,31.3709511247984,6710.93166367131
"Chrysanthemum lavandulifolium var. lavandulifolium",112.905836605722,37.6091517144414,6211.03220553194
"Chrysanthemum makinoi",138.214120033694,37.9061166876332,7454.27427897015
"Chrysanthemum × morifolium",114.48893267388,28.3015526462235,7134.10435174688
"Chrysanthemum × shimotomaii",138.214120033694,37.9061166876332,7454.27427897015
"Chrysojasminum humile",83.7662405501707,30.7417506669841,5190.09984040999
"Chrysojasminum odoratissimum",-16.3111765771485,30.5537818391619,4616.04111359769
"Chrysophtalmum dichotomum",35.441648478726,39.0283978298971,2339.90609916532
"Chrysopogon verticillatus",78.3802704532259,21.9755368025494,5720.711924593
"Chrysosplenium sinicum",119.96675842909,41.2638598501073,6261.4359199528
"Cicer arietinum",44.4727124056012,34.9689369908841,2979.41710400994
"Cicer pinnatifidum",37.7006752347435,35.5431400850424,2757.67499418797
"Cicerbita bourgaei",41.2733422374216,41.4835691037231,2204.58125031968
"Cicerbita prenanthoides",44.1891891167694,42.7111547406361,2169.85350874056
"Cicerbita racemosa",41.2733422374216,41.4835691037231,2204.58125031968
"Cichorium endivia",32.9497070252145,28.8874870377091,3427.24941810676
"Cicuta bulbifera",-89.7918508960095,46.443880353983,6977.38751409915
"Circaea alpina subsp. caulescens",108.96581973233,48.5306818156286,5084.15811640846
"Circaea alpina subsp. imaicola",93.3753480374742,27.2540647952177,6042.78738334674
"Circaea alpina subsp. pacifica",-116.355083333304,45.2327960226113,7946.99112654555
"Circaea erubescens",119.206007401745,32.4603770376004,7011.05467371743
"Cirsium altissimum",-87.2163799260179,38.5124859011764,7636.28028299583
"Cirsium creticum subsp. gaillardotii",36.735553255614,35.1114448413353,2788.13995726893
"Cirsium dyris",-6.27937770867659,31.9475329847619,3989.98862149302
"Cirsium japonicum",114.612894919841,32.4021295667743,6767.88899448584
"Cirsium leucopsis",35.441648478726,39.0283978298971,2339.90609916532
"Cirsium libanoticum",39.1944172040054,35.7095695954001,2768.73468591908
"Cirsium obvallatum",44.5097212159612,39.302756986279,2528.47509012417
"Cirsium pubigerum",44.3593030900685,38.0658240907849,2651.9133828544
"Cirsium simplex",41.2733422374216,41.4835691037231,2204.58125031968
"Cissus alata",-83.8253818863089,10.9679731198599,10160.4857775158
"Cissus tiliacea",-97.0235115272955,19.8788240384111,9906.34223146584
"Cistus symphytifolius",-15.6754686626662,28.3400533609037,4792.15433787276
"Citrullus lanatus",29.3058908498252,19.0787481405465,4495.52334836727
"Citrus maxima",98.9805289647484,18.1680223224102,7199.54213029502
"Citrus medica",88.8519109142701,26.6793907986054,5842.55838124464
"Citrus reticulata",114.48893267388,28.3015526462235,7134.10435174688
"Citrus trifoliata",109.53258645713,31.4963720370468,6569.40121383637
"Citrus × aurantiifolia",7.30288525493305,8.65999265765116,5915.36525237511
"Citrus × aurantium",10.919002017452,12.6224902420058,5402.4690822978
"Citrus × aurantium f. aurantium",4.11595095247431,12.1033030246873,5632.65241560542
"Citrus × limon",-3.46434611880253,13.6965579461379,5716.36306023491
"Clarkia amoena",-121.394486235375,45.9807878559666,7981.61987155194
"Clarkia amoena subsp. lindleyi",-120.483098831703,45.6910558269963,7993.20462431351
"Clarkia purpurea",-118.10907799386,41.1403294519064,8423.45025191624
"Clarkia unguiculata",-115.53702277376,32.9768083994527,9221.20503757489
"Claytonia sibirica",-89.8005301121037,50.3143796108486,6608.07524502355
"Clematis addisonii",-78.8207195047158,37.5317121451473,7352.24602707302
"Clematis armandi",103.242750214149,27.3923266113416,6587.26694434781
"Clematis chinensis",116.313722043823,27.2444045696699,7331.83012362636
"Clematis crispa",-87.7464574767936,34.6084491741684,8038.079365376
"Clematis forsteri",173.085967034155,-41.35443922338,16860.9863182227
"Clematis fusca",133.069543082695,49.8620080933827,6121.66329346356
"Clematis glauca",90.1164368797565,47.2563349695361,4163.9287539564
"Clematis graveolens",73.8698674276701,31.2641961236248,4608.96792010586
"Clematis heracleifolia",116.089772876531,37.2277372305153,6415.46948049962
"Clematis hexapetala",117.829835687916,45.2666138654127,5806.14277764151
"Clematis lanuginosa",114.48893267388,28.3015526462235,7134.10435174688
"Clematis montana",94.3770942729545,30.2362818876339,5829.251518054
"Clematis paniculata",173.085967034155,-41.35443922338,16860.9863182227
"Clematis pitcheri",-94.8554363651852,35.6701684695865,8232.31905943662
"Clematis tangutica",88.0187434952322,38.5109809997158,4746.692478593
"Clematis texensis",-99.3718364465449,31.5738782572135,8821.6765117612
"Clematis viorna",-83.4186288027481,37.17041025863,7598.10796938532
"Cleome dodecandra",-93.9389174610625,39.2136029616575,7844.495307837
"Cleome gigantea",-71.9745756936419,-0.799437687595166,10656.276117468
"Cleome glaucescens",54.5665836663189,30.8177220566412,3753.08377503577
"Cleome houtteana",-54.4857530159553,-23.7405480623345,11853.2451931916
"Cleome speciosa",-95.1673013742646,18.7585957201822,9937.2099476744
"Cleome spinosa",-72.3003333911919,7.33572358835263,9895.39299156728
"Cleome viscosa",67.7080037670538,10.404730330048,6365.40562884056
"Cleretum bellidiforme",22.5448099108385,-30.9647161334435,10045.724231888
"Clethra arborea",-16.9468844916308,32.7675103174201,4444.04826794806
"Clianthus puniceus",175.734617380521,-38.6246054861983,16747.4692689154
"Clivia miniata",28.2065868378692,-27.8850735544522,9690.75104176636
"Cneorum pulverulentum",-15.6754686626662,28.3400533609037,4792.15433787276
"Cobaea scandens",-97.8763026562557,20.3789796526853,9892.64089470987
"Coccoloba uvifera",-77.2613769457298,14.7876843333489,9447.52804757075
"Cocos nucifera",60.6970270782262,-9.23495265391348,8156.50440867904
"Codiaeum variegatum",139.125425128151,-7.12629264268466,11856.5209241191
"Coffea arabica",35.855791405896,7.74207705683322,5785.23380783257
"Coix lacryma-jobi",98.714545186525,19.1425152283633,7093.2822862485
"Colchicum persicum",42.950527440899,34.9722573550368,2936.89077755816
"Colchicum psammophilum",-15.6754686626662,28.3400533609037,4792.15433787276
"Colchicum speciosum",44.5097212159612,39.302756986279,2528.47509012417
"Coleus forsteri",79.8369484821946,-18.7475352206183,9853.96409407805
"Coleus scutellarioides",122.415914687961,2.45335401893531,10009.9580039657
"Colobanthus subulatus",-60.5791354025255,-43.1091397252643,13938.6541955384
"Colocasia esculenta",98.7350412420167,20.5108271982842,6966.60485255431
"Colutea atlantica",1.96988692737399,31.5111674312083,3678.46939235101
"Colutea gracilis",56.7824130348671,35.9684730422052,3333.41701730831
"Conoclinium coelestinum",-85.5464508960105,37.0492164676507,7704.72354840825
"Convolvulus ammannii",98.2396730736493,44.5540180548871,4824.7388279676
"Convolvulus canariensis",-15.6754686626662,28.3400533609037,4792.15433787276
"Convolvulus divaricatus",65.3734443460989,40.3808860566445,3340.98837485708
"Convolvulus dorycnium subsp. subhirsutus",65.0939470588294,39.4500974679293,3408.73460066534
"Convolvulus floridus",-15.6754686626662,28.3400533609037,4792.15433787276
"Convolvulus galaticus",39.1944172040054,35.7095695954001,2768.73468591908
"Convolvulus hamadae",65.0939470588294,39.4500974679293,3408.73460066534
"Convolvulus lanatus",33.7769927230575,31.6296498992101,3131.9742663704
"Convolvulus pilosellifolius",49.0695442363015,33.0082318398616,3328.48182721366
"Convolvulus pseudocantabrica",67.7619941709765,38.5566759758647,3626.67838179845
"Convolvulus stachydifolius",39.6169206356708,32.9440005825942,3076.45438595079
"Coprosma repens",173.085967034155,-41.35443922338,16860.9863182227
"Coptis aspleniifolia",-132.658190262879,55.8777365833214,7092.3705059506
"Coptis japonica",138.214120033694,37.9061166876332,7454.27427897015
"Corchorus olitorius",45.51209668315,10.6110658319583,5620.7304872814
"Cordia myxa",85.5727152828896,22.6076274531823,6041.44233360399
"Cordia sinensis",29.1331757752027,6.45144147909284,5892.17423414172
"Cordyline australis",173.085967034155,-41.35443922338,16860.9863182227
"Cordyline fruticosa",124.771672303752,-6.28020047879387,10974.9658334729
"Cordyline indivisa",173.085967034155,-41.35443922338,16860.9863182227
"Cordyline stricta",145.803158365266,-27.4987240415117,14146.456761014
"Coreopsis grandiflora",-84.491782456974,38.8890881439876,7481.58833437603
"Coreopsis lanceolata",-86.3327745389276,38.0983323372479,7638.08665100153
"Coreopsis tinctoria",-91.4695712346653,40.5427922214801,7615.64865721072
"Coriandrum sativum",46.6004032513095,34.0818655961464,3136.42314550956
"Cornus capitata",93.5416347817286,26.3446723927264,6135.26711692314
"Cornus florida",-83.5010441250342,37.6358169706992,7557.33235054469
"Cornus glabrata",-120.097445227627,40.6735468812484,8520.4333768583
"Cornus kousa",116.535652073238,32.5061552914613,6863.04967963585
"Cornus nuttallii",-120.051269673824,45.6797049461272,7985.02580108663
"Cornus sericea",-93.5956717814709,44.0822850744185,7352.08097791083
"Coronilla atlantica",6.09451924539928,31.2929846544315,3548.76710394475
"Coronilla orientalis",43.2845714821274,38.4386492785221,2580.79767051082
"Coronilla viminalis",-10.9774231856714,30.1437931728328,4386.96900963768
"Corydalis nobilis",82.1949782423955,50.8322279612813,3465.24108572867
"Corydalis ochotensis",129.734854049608,48.0168356839466,6138.22117513706
"Corylus americana",-84.8536104353721,41.0604437603472,7290.01972843149
"Corylus cornuta",-87.894748497316,43.5279067941266,7181.73108555193
"Corylus cornuta subsp. californica",-121.394486235375,45.9807878559666,7981.61987155194
"Corylus ferox",97.7919810368698,30.6264040431426,5987.25100695209
"Corylus heterophylla",121.153804338785,42.9412841581791,6174.34480316799
"Corymbia citriodora",145.803158365266,-27.4987240415117,14146.456761014
"Cosmos atrosanguineus",-103.103432420909,25.9522375984363,9537.90816080025
"Cosmos bipinnatus",-102.050929757974,22.3883193859953,9861.20425853278
"Cosmos sulphureus",-92.9976929067806,17.1720822098176,9997.31542481103
"Costus afer",13.0619156340612,2.58054382302096,6453.30765697252
"Cotoneaster acutifolius",105.096770246836,40.484398385042,5537.67720458435
"Cotoneaster affinis",88.0554751650156,28.2667264256716,5652.84433206179
"Cotoneaster bullatus",96.3751867290975,30.2113000106157,5944.36403173159
"Cotoneaster coriaceus",96.3751867290975,30.2113000106157,5944.36403173159
"Cotoneaster dammeri",107.054413348755,33.0937817324585,6288.54190943413
"Cotoneaster divaricatus",100.404392571229,33.5290750960247,5876.92626106891
"Cotoneaster franchetii",97.9220309074178,25.2036440623038,6486.51063817078
"Cotoneaster frigidus",85.3890770780198,30.3097683613432,5318.97823652351
"Cotoneaster glaucophyllus",109.583510487924,28.4712839720955,6845.86881779974
"Cotoneaster horizontalis",112.389645532724,29.5610608440129,6903.01313939774
"Cotoneaster microphyllus",86.9804524192612,27.5677053564358,5657.22022479483
"Cotoneaster racemiflorus",67.6410919626079,32.6569309636315,4160.56110652095
"Cotoneaster salicifolius",109.583510487924,28.4712839720955,6845.86881779974
"Cotoneaster simonsii",91.5507287087367,25.7091774235058,6082.1229801667
"Cotoneaster sternianus",104.678088301968,28.6410152979675,6554.93866652868
"Cotula australis",67.2982231647208,-30.9449581633659,10654.8102968146
"Cotula barbata",22.5448099108385,-30.9647161334435,10045.724231888
"Cotula coronopifolia",21.316740582531,-22.7488331607455,9143.62940324879
"Cotula nigellifolia",27.1097072188921,-28.3254011654877,9740.07753153619
"Cotula turbinata",22.5448099108385,-30.9647161334435,10045.724231888
"Cotyledon orbiculata",26.4556654938613,-24.654476184862,9334.2188288053
"Cousinia cynaroides",50.4858010758183,39.3398138914207,2740.03444491211
"Cousinia foliosa",35.441648478726,39.0283978298971,2339.90609916532
"Cousinia libanotica",38.3839725467923,34.9822184474948,2831.30142241702
"Cousinia macroptera",45.0721531383705,37.6106933937788,2721.3225560306
"Cousinia microcarpa",66.7942380487543,37.6694648850692,3655.75782512178
"Cousinia urumiensis",44.8302533151529,35.8943592319219,2892.77438609471
"Crambe cordifolia",66.3808249351602,38.2772117550675,3579.82074940674
"Crambe gigantea",-15.6754686626662,28.3400533609037,4792.15433787276
"Crambe gomeraea",-15.6754686626662,28.3400533609037,4792.15433787276
"Crambe hispanica subsp. abyssinica",33.0433339188261,-0.120712297655671,6631.76226484801
"Crambe orientalis",51.9523957057461,38.2116239526046,2910.06082109002
"Crambe pritzelii",-15.6754686626662,28.3400533609037,4792.15433787276
"Crambe strigosa",-15.6754686626662,28.3400533609037,4792.15433787276
"Crassula arborescens",22.5448099108385,-30.9647161334435,10045.724231888
"Crassula coccinea",22.5448099108385,-30.9647161334435,10045.724231888
"Crassula cooperi",26.2084509345481,-24.9939749011503,9372.23916054161
"Crassula ovata",29.5939205229069,-25.6958049449243,9449.03511725185
"Crataegus chrysocarpa",-89.1184021081301,45.0667403625255,7083.2367495063
"Crataegus coccinea",-79.5057647537314,42.481994032638,6920.55864005647
"Crataegus coccinea var. coccinea",-79.1395947720816,41.6647327318348,6980.08504999241
"Crataegus coccinioides",-83.9073640052455,41.6799965326339,7190.20509951343
"Crataegus crus-galli",-84.3381258481235,38.7304041082334,7489.98646298668
"Crataegus dahurica",117.671036126034,52.516252899744,5199.44857046335
"Crataegus douglasii",-110.666686796374,49.021875318006,7405.23356832503
"Crataegus flava",-82.2867201434777,31.7646210238462,8064.18088174594
"Crataegus intricata",-81.4198441107727,39.6123527557678,7275.82666376212
"Crataegus maximowiczii",123.835934425885,48.4911308412199,5824.37276219801
"Crataegus mollis",-91.8192276738697,39.602561678193,7721.77504154721
"Crataegus pinnatifida",123.950152726769,43.5942347125413,6255.7937450387
"Crataegus pseudoheterophylla",50.5751431447927,38.384076130186,2838.01849958458
"Crataegus punctata",-81.181777063642,42.5361472601438,6990.21445264292
"Crataegus rivularis",-110.551420726764,39.1597994610204,8427.06344924589
"Crataegus spathulata",-87.7464574767936,34.6084491741684,8038.079365376
"Crataegus submollis",-75.7279500464165,45.0598098891596,6512.78935122013
"Crataegus succulenta",-83.6812999357537,42.7805745769713,7076.24973593251
"Crataegus tanacetifolia",35.441648478726,39.0283978298971,2339.90609916532
"Crataegus viridis",-88.394413755109,36.1171058002642,7919.37808305696
"Crepis aculeata",36.1773065503969,32.0070547952114,3119.36639138314
"Crepis canariensis",-15.6754686626662,28.3400533609037,4792.15433787276
"Crepis hierosolymitana",37.382505644058,33.1529683470544,3012.53344486727
"Crepis palaestina",35.85652727345,35.0945465194938,2776.43878504375
"Crepis senecioides",29.3929645341141,29.7119431674557,3318.06829548873
"Crepis sonchifolia",44.1891891167694,42.7111547406361,2169.85350874056
"Crepis vesicaria subsp. andryaloides",-16.9468844916308,32.7675103174201,4444.04826794806
"Crotalaria juncea",89.8705210777622,23.3710099765058,6205.28144921313
"Crucianella aegyptiaca",29.9396052188061,30.4736443655291,3235.04395151803
"Cryptomeria japonica",138.214120033694,37.9061166876332,7454.27427897015
"Cucumis ficifolius",24.9794117352658,8.11442120398306,5714.27629534778
"Cucumis melo",60.7481560659424,4.01303660609915,6759.63860882294
"Cucumis metuliferus",19.9246064905449,-1.48192724871997,6807.59751875467
"Cucumis myriocarpus",28.4906145103942,-24.1887517463996,9281.27546673437
"Cucumis prophetarum",30.8404572700601,15.6207782376442,4882.10981204327
"Cucumis sativus",94.8104673028363,25.8008049890559,6256.4193217731
"Cucurbita ficifolia",-69.5101581070818,-13.0156019073223,11679.0321271893
"Cucurbita maxima",-64.1273624991375,-26.3587938578588,12623.0573173296
"Cucurbita moschata",-95.4885085175824,19.2610580808781,9901.10512253598
"Cucurbita pepo",-100.133065363373,21.7457279133583,9848.95246293752
"Cuminum cyminum",54.6808316082782,33.2650721760972,3511.22950276323
"Cunninghamia lanceolata",109.583510487924,28.4712839720955,6845.86881779974
"Cupressus atlantica",-6.27937770867659,31.9475329847619,3989.98862149302
"Curio citriformis",19.8142668967149,-26.6567684650671,9585.84084396714
"Cuscuta campestris",-86.205061761195,32.1780475129261,8205.68950966277
"Cuscuta epilinum",61.996100052564,41.1216883510394,3102.03619115965
"Cycas revoluta",125.094479694773,28.9370807646689,7648.9471862717
"Cyclamen cilicium",35.441648478726,39.0283978298971,2339.90609916532
"Cymbopogon citratus",79.5421266735714,14.7954296397773,6476.12944709491
"Cynanchica breviflora",38.3839725467923,34.9822184474948,2831.30142241702
"Cynanchica cristata",45.5559527848058,41.0433617174927,2385.51927427155
"Cynanchica pestalozzae",35.441648478726,39.0283978298971,2339.90609916532
"Cynara syriaca",37.382505644058,33.1529683470544,3012.53344486727
"Cynoglossum amabile",96.6731235075196,28.2041990412351,6142.24936229701
"Cynosurus elegans",1.96988692737399,31.5111674312083,3678.46939235101
"Cyperus alternifolius subsp. flabelliformis",22.5926091986179,1.40646747506747,6467.87781700733
"Cyperus conglomeratus",32.3396248844628,16.6989366340468,4769.91248538736
"Cyperus eragrostis",-84.355402488887,7.69447618367453,10507.4112962202
"Cyperus papyrus",20.6766528824311,-2.49990179828583,6913.15236303914
"Cyrtomium falcatum",125.350432307387,30.6732613230924,7500.78270167519
"Cytisus filipes",-15.6754686626662,28.3400533609037,4792.15433787276
"Cytisus osyrioides",-15.6754686626662,28.3400533609037,4792.15433787276
"Cytisus supranubius",-15.6754686626662,28.3400533609037,4792.15433787276
"Dahlia atropurpurea",-99.6587725043691,19.0058786120066,10107.3220931451
"Dahlia coccinea",-96.5224867099809,19.6826130068322,9904.27902528973
"Dahlia merckii",-99.7094424727266,20.8405319283133,9923.31630283694
"Dahlia pinnata",-99.7094424727266,20.8405319283133,9923.31630283694
"Daphne odora",111.602044541772,24.3785184770009,7334.11490616939
"Datura ferox",-100.448203469048,23.8844682699157,9644.44406150269
"Datura innoxia",-101.478734093686,24.5484502260265,9618.07166401908
"Datura metel",-90.7035887937011,16.8099209478817,9926.0770742751
"Datura quercifolia",-101.095593680385,26.7300964668254,9380.6855396295
"Datura stramonium",-85.7007371667199,19.2266637921621,9446.90695057691
"Daucus decipiens",-16.9468844916308,32.7675103174201,4444.04826794806
"Daucus glaber",34.9468163385298,32.7399568746632,3022.65142313571
"Delairea odorata",27.168898862516,-29.7571272958945,9898.70288553265
"Delonix regia",46.6869424107267,-19.4688379104024,8919.07941331879
"Delosperma cooperi",27.5499248809723,-29.1040817990503,9826.03977352248
"Delphinium albocoeruleum",102.43615745802,35.6019346729292,5809.4169520538
"Delphinium barbatum",59.4285453863366,38.6996858460234,3195.31019824925
"Delphinium bicolor",-108.638147361158,48.1668155147055,7438.09606292618
"Delphinium brachycentrum",30.6145697746242,60.2360005354138,154.163661608534
"Delphinium bulleyanum",96.3751867290975,30.2113000106157,5944.36403173159
"Delphinium californicum",-119.657166648558,37.374147582182,8862.26309084826
"Delphinium camptocarpum",64.2763542400754,37.7356396826754,3521.59919248995
"Delphinium carolinianum",-92.4883380059776,37.7908292407792,7926.89527563007
"Delphinium carolinianum subsp. virescens",-96.752590195196,41.9365043862961,7681.88918245396
"Delphinium cashmerianum",79.3714371950376,30.7303914580567,4950.96601594895
"Delphinium caucasicum",44.1891891167694,42.7111547406361,2169.85350874056
"Delphinium corymbosum",77.8367262193695,45.8296255014761,3579.72303065901
"Delphinium dasystachyon",44.8302533151529,35.8943592319219,2892.77438609471
"Delphinium delavayi",104.678088301968,28.6410152979675,6554.93866652868
"Delphinium denudatum",72.4841973917414,29.6917104695508,4684.07058487205
"Delphinium exaltatum",-84.7999764915012,38.764991280669,7507.02513176247
"Delphinium flexuosum",41.2733422374216,41.4835691037231,2204.58125031968
"Delphinium foetidum",49.8874054681928,36.9018411757196,2959.90106834177
"Delphinium formosum",40.4988006317659,40.0358797736949,2335.95689572574
"Delphinium grandiflorum",109.455281121737,47.1221651335904,5222.38173203378
"Delphinium laxiflorum",83.8713787210552,62.4678691479354,2933.1182691388
"Delphinium maackianum",131.520226242042,46.2951389790079,6372.59357821979
"Delphinium nudicaule",-120.097445227627,40.6735468812484,8520.4333768583
"Delphinium retropilosum",83.8713787210552,62.4678691479354,2933.1182691388
"Delphinium scopulorum",-108.071401756117,30.8335756564753,9213.90193707733
"Delphinium speciosum",47.5324121283729,39.3942100384063,2622.15981914664
"Delphinium szowitsianum",45.0721531383705,37.6106933937788,2721.3225560306
"Delphinium tatsienense",100.362971066028,32.2380830057478,5988.82342581036
"Delphinium triste",106.334153828105,50.3239732603515,4808.23006219266
"Delphinium trolliifolium",-120.097445227627,40.6735468812484,8520.4333768583
"Dendrocalamus asper",110.826774894999,10.0042494777399,8637.48511057177
"Dennstaedtia punctilobula",-78.0004876768658,41.1932205877533,6971.86098042832
"Descurainia bourgaeana",-15.6754686626662,28.3400533609037,4792.15433787276
"Descurainia gilva",-15.6754686626662,28.3400533609037,4792.15433787276
"Descurainia gonzalezii",-15.6754686626662,28.3400533609037,4792.15433787276
"Descurainia lemsii",-15.6754686626662,28.3400533609037,4792.15433787276
"Descurainia millefolia",-15.6754686626662,28.3400533609037,4792.15433787276
"Deutzia gracilis",138.214120033694,37.9061166876332,7454.27427897015
"Deutzia parviflora",121.078810743229,40.4843808112636,6387.09735961963
"Deutzia scabra",138.214120033694,37.9061166876332,7454.27427897015
"Dianthus crinitus",50.5653165443667,35.9585534656742,3080.39465559293
"Dianthus elegans",33.5367457218981,37.272958592273,2507.48584404743
"Dianthus floribundus",35.6350859540448,36.9015399612376,2575.37152263062
"Dianthus libanotis",41.8541618185794,35.1079364715275,2894.22958022332
"Dianthus masmenaeus",35.441648478726,39.0283978298971,2339.90609916532
