"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr"
"Acacia ligulata",1,FALSE,2612797,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acacia longifolia",6,FALSE,2612825,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",97,188820.702104225,"Accepted",2612825,"Acacia longifolia",1978
"Acacia mearnsii",3,FALSE,2612952,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",77,150111.959693204,"Accepted",2612952,"Acacia mearnsii",1968
"Acacia melanoxylon",1,FALSE,2612971,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",163,345145.836256521,"Accepted",2612971,"Acacia melanoxylon",1809
"Acacia omalophylla",1,FALSE,2613216,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acacia podalyriifolia",1,FALSE,2613416,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",1,1711.26085908413,"Accepted",2613416,"Acacia podalyriifolia",NA
"Acacia pycnantha",2,FALSE,2613563,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",56,103709.700703768,"Accepted",2613563,"Acacia pycnantha",1968
"Acacia retinodes",2,FALSE,2613616,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",149,276989.530695507,"Accepted",2613616,"Acacia retinodes",1962
"Acacia saligna",27,FALSE,2613720,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",165,295069.081192482,"Accepted",2613720,"Acacia saligna",1688
"Acacia ulicifolia",2,FALSE,2614171,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acaena magellanica",1,FALSE,2938368,"Rosaceae","Acaena","Perennial","Non-Woody","Non-Woody","Perennial",8,12284.4599362104,"Accepted",2938368,"Acaena magellanica",NA
"Acaena novae-zelandiae",1,FALSE,2938419,"Rosaceae","Acaena","Perennial","Non-Woody","Non-Woody","Perennial",108,169125.917954129,"Accepted",2938419,"Acaena novae-zelandiae",1901
"Acalypha australis",1,FALSE,214,"Euphorbiaceae","Acalypha","Annual","Non-Woody","Non-Woody","Annual",39,76463.7854247576,"Accepted",214,"Acalypha australis",1915
"Acalypha hispida",1,FALSE,689,"Euphorbiaceae","Acalypha","Perennial","Woody","Woody","Perennial",2,4188.17789751843,"Accepted",689,"Acalypha hispida",NA
"Acalypha wilkesiana",7,FALSE,1384,"Euphorbiaceae","Acalypha","Perennial","Woody","Woody","Perennial",2,1860.0333107992,"Accepted",1384,"Acalypha wilkesiana",NA
"Acantholimon avenaceum",1,FALSE,2614618,"Plumbaginaceae","Acantholimon","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA
"Acantholimon caryophyllaceum",1,FALSE,2614658,"Plumbaginaceae","Acantholimon","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA
"Acantholimon libanoticum",1,FALSE,2614805,"Plumbaginaceae","Acantholimon","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA
"Acantholimon ulicinum",1,FALSE,2614968,"Plumbaginaceae","Acantholimon","Perennial",NA,NA,"Perennial",1,1588.42942568447,"Accepted",2614968,"Acantholimon ulicinum",NA
"Acanthophyllum persicum",1,FALSE,3225392,"Caryophyllaceae","Acanthophyllum",NA,NA,NA,NA,1,3572.22449349669,"Accepted",3225392,"Acanthophyllum persicum",NA
"Acanthospermum hispidum",2,FALSE,2922485,"Asteraceae","Acanthospermum","Annual","Non-Woody","Non-Woody","Annual",6,10768.1423572039,"Accepted",2922485,"Acanthospermum hispidum",1953
"Acer buergerianum",1,FALSE,2615419,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",12,28368.3824366883,"Accepted",2615419,"Acer buergerianum",NA
"Acer carpinifolium",1,FALSE,2615502,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",9,12082.8969240036,"Accepted",2615502,"Acer carpinifolium",NA
"Acer circinatum",5,FALSE,2615530,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",6,8325.10633478966,"Accepted",2615530,"Acer circinatum",NA
"Acer davidii",1,FALSE,2615577,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",29,50333.6267797311,"Accepted",2615577,"Acer davidii",NA
"Acer davidii subsp. grosseri",1,FALSE,2615579,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",29,50333.6267797311,"Accepted",2615579,"Acer davidii subsp. grosseri",NA
"Acer glabrum",1,FALSE,2615664,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acer japonicum",4,FALSE,2615790,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",53,92579.9668678964,"Accepted",2615790,"Acer japonicum",2008
"Acer macrophyllum",5,FALSE,2615900,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",17,30116.707642133,"Accepted",2615900,"Acer macrophyllum",NA
"Acer mandshuricum",1,FALSE,2615913,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",4,8203.51256677354,"Accepted",2615913,"Acer mandshuricum",NA
"Acer miyabei",1,FALSE,2615945,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acer monspessulanum subsp. cinerascens",2,FALSE,2615980,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acer monspessulanum subsp. ibericum",1,FALSE,2615988,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",655,1512515.26732327,"Accepted",2615988,"Acer monspessulanum subsp. ibericum",NA
"Acer monspessulanum subsp. microphyllum",4,FALSE,2615994,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",655,1512515.26732327,"Accepted",2615994,"Acer monspessulanum subsp. microphyllum",NA
"Acer negundo",42,FALSE,2616024,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",2666,5170785.663057,"Accepted",2616024,"Acer negundo",1688
"Acer oblongum",1,FALSE,2616086,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acer palmatum",8,FALSE,2616153,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",206,377693.495369079,"Accepted",2616153,"Acer palmatum",1950
"Acer pensylvanicum",3,FALSE,2616210,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",20,26995.2395973544,"Accepted",2616210,"Acer pensylvanicum",2008
"Acer pictum",1,FALSE,2616218,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",11,19853.9754031368,"Accepted",2616218,"Acer pictum",2008
"Acer pseudosieboldianum",1,FALSE,2616285,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",3,5730.60100458485,"Accepted",2616285,"Acer pseudosieboldianum",2017
"Acer rubrum",8,FALSE,2616329,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",131,246721.618216979,"Accepted",2616329,"Acer rubrum",2006
"Acer saccharinum",29,FALSE,2616367,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",749,1425537.93930125,"Accepted",2616367,"Acer saccharinum",1807
"Acer saccharum",8,FALSE,2616387,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",39,79012.0895126943,"Accepted",2616387,"Acer saccharum",1912
"Acer spicatum",2,FALSE,2616481,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",11,22171.7803456142,"Accepted",2616481,"Acer spicatum",1931
"Acer tataricum subsp. ginnala",10,FALSE,2616532,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",1202,2182261.14725144,"Accepted",2616532,"Acer tataricum subsp. ginnala",NA
"Acer tataricum subsp. semenovii",2,FALSE,2616538,"Sapindaceae","Acer",NA,NA,"Woody","Perennial",1202,2182261.14725144,"Accepted",2616538,"Acer tataricum subsp. semenovii",NA
"Acer undulatum",7,FALSE,2616614,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acer velutinum",2,FALSE,2616618,"Sapindaceae","Acer","Perennial","Woody","Woody","Perennial",1,2342.91412412461,"Accepted",2616618,"Acer velutinum",NA
"Achillea alpina",3,FALSE,2906148,"Asteraceae","Achillea","Perennial","Non-Woody","Non-Woody","Perennial",3,5247.19702893522,"Accepted",2906148,"Achillea alpina",NA
"Achillea biserrata",4,FALSE,3109820,"Asteraceae","Achillea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea cucullata",1,FALSE,3109770,"Asteraceae","Achillea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea filipendulina",11,FALSE,3109923,"Asteraceae","Achillea","Perennial","Non-Woody","Non-Woody","Perennial",964,1907748.82676868,"Accepted",3109923,"Achillea filipendulina",1870
"Achillea goniocephala",1,FALSE,3109940,"Asteraceae","Achillea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea phrygia",3,FALSE,3110097,"Asteraceae","Achillea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea ptarmicifolia",2,FALSE,3110131,"Asteraceae","Achillea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea sintenisii",1,FALSE,3110174,"Asteraceae","Achillea","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea sipikorensis",1,FALSE,3110175,"Asteraceae","Achillea","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea tenuifolia",4,FALSE,3110192,"Asteraceae","Achillea","Perennial","Woody","Woody","Perennial",2,2770.96536513208,"Accepted",3110192,"Achillea tenuifolia",NA
"Achillea teretifolia",1,FALSE,3110194,"Asteraceae","Achillea","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achillea wilhelmsii",1,FALSE,3109777,"Asteraceae","Achillea",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achnatherum pekinense",1,FALSE,387140,"Poaceae","Achnatherum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Achnatherum sibiricum",1,FALSE,387154,"Poaceae","Achnatherum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acmella ciliata",1,FALSE,3123723,"Asteraceae","Acmella","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acokanthera oblongifolia",1,FALSE,2164,"Apocynaceae","Acokanthera","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",2164,"Acokanthera oblongifolia",NA
"Aconitum barbatum",2,FALSE,2618419,"Ranunculaceae","Aconitum",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aconitum carmichaelii",2,FALSE,2618501,"Ranunculaceae","Aconitum","Perennial","Non-Woody","Non-Woody","Perennial",27,43532.563855325,"Accepted",2618501,"Aconitum carmichaelii",NA
"Aconitum fischeri",1,FALSE,2618710,"Ranunculaceae","Aconitum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aconitum orientale",2,FALSE,2619270,"Ranunculaceae","Aconitum",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aconitum volubile",1,FALSE,2619747,"Ranunculaceae","Aconitum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aconitum yuparense",1,FALSE,2619809,"Ranunculaceae","Aconitum","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Acorus calamus",8,FALSE,2304,"Acoraceae","Acorus","Perennial","Non-Woody","Non-Woody","Perennial",1185,1996621.96628685,"Accepted",2304,"Acorus calamus",1500
"Acorus gramineus",1,FALSE,2322,"Acoraceae","Acorus","Perennial","Non-Woody","Non-Woody","Perennial",6,12664.6407186391,"Accepted",2322,"Acorus gramineus",1977
"Actaea cordifolia",1,FALSE,2620528,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",4,8146.61984624057,"Accepted",2620528,"Actaea cordifolia",NA
"Actaea dahurica",1,FALSE,2620530,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Actaea japonica",1,FALSE,2620541,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Actaea pachypoda",3,FALSE,2620557,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",1,1621.83943485189,"Accepted",2620557,"Actaea pachypoda",NA
"Actaea racemosa",2,FALSE,2620567,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",9,14872.9946531578,"Accepted",2620567,"Actaea racemosa",1993
"Actaea rubra",4,FALSE,2620570,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",286,281738.916822957,"Accepted",2620570,"Actaea rubra",1900
"Actaea simplex",1,FALSE,2620576,"Ranunculaceae","Actaea","Perennial","Non-Woody","Non-Woody","Perennial",4,7326.90900542381,"Accepted",2620576,"Actaea simplex",NA
"Actinidia chinensis",8,FALSE,2620644,"Actinidiaceae","Actinidia","Perennial","Woody","Woody","Perennial",178,326186.962061666,"Accepted",2620644,"Actinidia chinensis",1972
"Actinidia chinensis var. deliciosa",8,FALSE,2874080,"Actinidiaceae","Actinidia","Perennial","Woody","Woody","Perennial",10,19424.5244545877,"Accepted",2874080,"Actinidia chinensis var. deliciosa",2000
"Adelocaryum coelestinum",2,FALSE,2621176,"Boraginaceae","Adelocaryum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Adenocarpus foliolosus",30,FALSE,2621673,"Fabaceae","Adenocarpus","Perennial","Woody","Woody","Perennial",2,5685.91128112898,"Accepted",2621673,"Adenocarpus foliolosus",NA
"Adenocarpus viscosus",20,FALSE,2621704,"Fabaceae","Adenocarpus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aegilops crassa",6,FALSE,387623,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Aegilops kotschyi",3,FALSE,387702,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA
"Aegilops longissima",1,FALSE,387443,"Poaceae","Aegilops","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",387443,"Aegilops longissima",NA
"Aegopodium tribracteolatum",1,FALSE,2623506,"Apiaceae","Aegopodium",NA,NA,"Non-Woody","Perennial",1,2480.4891350864,"Accepted",2623506,"Aegopodium tribracteolatum",NA
"Aeonium arboreum",5,FALSE,2623539,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",357,689477.169817591,"Accepted",2623539,"Aeonium arboreum",1661
"Aeonium arboreum subsp. arboreum",3,FALSE,3261703,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",357,689477.169817591,"Accepted",3261703,"Aeonium arboreum subsp. arboreum",NA
"Aeonium arboreum subsp. holochrysum",4,FALSE,2895446,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",357,689477.169817591,"Accepted",2895446,"Aeonium arboreum subsp. holochrysum",NA
"Aeonium balsamiferum",1,FALSE,2623543,"Crassulaceae","Aeonium","Perennial",NA,"Non-Woody","Perennial",2,2721.09479613433,"Accepted",2623543,"Aeonium balsamiferum",NA
"Aeonium canariense subsp. christii",1,FALSE,2895449,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium ciliatum",1,FALSE,2623562,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium cuneatum",1,FALSE,2623568,"Crassulaceae","Aeonium",NA,"Non-Woody","Non-Woody","Perennial",4,3330.49436094415,"Accepted",2623568,"Aeonium cuneatum",1963
"Aeonium decorum",1,FALSE,2623570,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",4,3147.99639714425,"Accepted",2623570,"Aeonium decorum",NA
"Aeonium glandulosum",2,FALSE,2623579,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium glutinosum",2,FALSE,2623580,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",2,6393.4706772602,"Accepted",2623580,"Aeonium glutinosum",NA
"Aeonium haworthii",1,FALSE,2623586,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",42,62155.9409918792,"Accepted",2623586,"Aeonium haworthii",1994
"Aeonium hierrense",1,FALSE,2623587,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium percarneum",2,FALSE,2623619,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",2,6040.08775776904,"Accepted",2623619,"Aeonium percarneum",NA
"Aeonium spathulatum",2,FALSE,2623634,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium tabulaeforme",3,FALSE,2623641,"Crassulaceae","Aeonium",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aeonium undulatum",2,FALSE,2623646,"Crassulaceae","Aeonium","Perennial","Woody","Woody","Perennial",2,2556.68615104029,"Accepted",2623646,"Aeonium undulatum",NA
"Aeonium urbicum",2,FALSE,2623647,"Crassulaceae","Aeonium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aesculus chinensis",1,FALSE,2624488,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aesculus flava",4,FALSE,2624500,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",52,92760.211360932,"Accepted",2624500,"Aesculus flava",1813
"Aesculus glabra",5,FALSE,2624506,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",8,12591.1743237558,"Accepted",2624506,"Aesculus glabra",NA
"Aesculus indica",3,FALSE,2624522,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",26,52343.1401695971,"Accepted",2624522,"Aesculus indica",1989
"Aesculus parviflora",3,FALSE,2624566,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",86,143248.122922875,"Accepted",2624566,"Aesculus parviflora",1996
"Aesculus pavia",8,FALSE,2624568,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",50,93005.0108746862,"Accepted",2624568,"Aesculus pavia",1959
"Aesculus turbinata",2,FALSE,2624593,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",4,6893.73689535007,"Accepted",2624593,"Aesculus turbinata",NA
"Aesculus × bushii",1,FALSE,2624480,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA
"Aesculus × hybrida",1,FALSE,2624521,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",2,5055.57864971804,"Accepted",2624521,"Aesculus × hybrida",NA
"Aesculus × neglecta",4,FALSE,2624546,"Sapindaceae","Aesculus","Perennial","Woody","Woody","Perennial",1,2480.48913508653,"Accepted",2624546,"Aesculus × neglecta",NA
"Aethionema grandiflorum",1,FALSE,2624694,"Brassicaceae","Aethionema","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2624694,"Aethionema grandiflorum",NA
"Agapanthus africanus",1,FALSE,293521,"Amaryllidaceae","Agapanthus","Perennial","Non-Woody","Non-Woody","Perennial",17,38976.6916856866,"Accepted",293521,"Agapanthus africanus",NA
"Agapetes odontocera var. odontocera",1,FALSE,3261729,"Ericaceae","Agapetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agastache foeniculum",2,FALSE,4454,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",73,111119.676419213,"Accepted",4454,"Agastache foeniculum",1998
"Agastache nepetoides",1,FALSE,4471,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",4471,"Agastache nepetoides",NA
"Agastache pringlei",1,FALSE,4491,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Agastache rugosa",1,FALSE,4494,"Lamiaceae","Agastache","Perennial","Non-Woody","Non-Woody","Perennial",124,174442.601221545,"Accepted",4494,"Agastache rugosa",1959
"Agave americana",11,FALSE,293578,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",518,1056688.98238754,"Accepted",293578,"Agave americana",1599
"Agave americana var. franzosini",1,FALSE,523519,"Asparagaceae","Agave",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Agave amica",2,FALSE,532780,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA
"Agave attenuata",1,FALSE,293622,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",42,62381.9518238036,"Accepted",293622,"Agave attenuata",NA
"Agave fourcroydes",1,FALSE,293821,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",23,44927.0967344897,"Accepted",293821,"Agave fourcroydes",NA
"Agave salmiana",1,FALSE,294171,"Asparagaceae","Agave","Perennial","Non-Woody","Non-Woody","Perennial",24,34423.298992464,"Accepted",294171,"Agave salmiana",NA
"Ageratina adenophora",11,FALSE,3126916,"Asteraceae","Ageratina","Perennial",NA,"Non-Woody","Perennial",75,149176.710485198,"Accepted",3126916,"Ageratina adenophora",1940
